Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt,Min 
337,popB,67,53,93,1.0,0.071,1.0
338,popB,67,53,108,1.0,0.071,1.0
339,popB,67,53,8,0.5,0.071,1.0
340,popB,68,52,77,1.0,0.071,1.0
341,popB,68,52,106,0.5,0.082,1.0
342,popB,67,53,52,0.5,0.081,1.0
343,popB,68,52,100,1.0,0.071,1.0
344,popB,69,51,12,1.0,0.071,1.0
345,popB,69,51,3,1.0,0.071,1.0
346,popB,69,51,53,0.5,0.071,1.0
347,popB,69,51,78,1.0,0.071,1.0
348,popB,69,51,119,0.5,0.071,1.0
349,popB,69,51,16,0.5,0.071,1.0
350,popB,68,52,0,0.5,0.071,1.0
351,popB,69,51,22,1.0,0.071,1.0
352,popB,69,51,101,1.0,0.071,1.0
353,popB,70,50,69,1.0,0.071,1.0
354,popB,70,50,103,1.0,0.059,1.0
355,popB,71,49,33,1.0,0.059,1.0
356,popB,71,49,35,1.0,0.059,1.0
357,popB,71,49,70,0.5,0.059,1.0
358,popB,70,50,3,0.5,0.059,1.0
359,popB,69,51,97,0.5,0.059,1.0
360,popB,70,50,109,1.0,0.071,1.0
361,popB,69,51,50,0.5,0.071,1.0
362,popB,68,52,11,0.5,0.071,1.0
363,popB,67,53,68,0.5,0.060,1.0
364,popB,67,53,53,0.5,0.060,1.0
365,popB,67,53,85,0.5,0.060,1.0
366,popB,68,52,73,1.0,0.060,1.0
367,popB,68,52,71,0.5,0.059,1.0
368,popB,67,53,96,0.5,0.060,1.0
369,popB,67,53,98,1.0,0.070,1.0
370,popB,67,53,108,1.0,0.070,1.0
371,popB,66,54,26,0.5,0.071,1.0
372,popB,66,54,47,0.5,0.070,1.0
373,popB,66,54,41,0.5,0.070,1.0
374,popB,66,54,64,1.0,0.070,1.0
375,popB,66,54,68,0.5,0.070,1.0
376,popB,66,54,116,1.0,0.070,1.0
377,popB,66,54,75,1.0,0.070,1.0
378,popB,66,54,118,1.0,0.070,1.0
379,popB,66,54,37,0.5,0.070,1.0
380,popB,65,55,22,0.5,0.070,1.0
381,popB,66,54,114,1.0,0.070,1.0
382,popB,66,54,78,1.0,0.071,1.0
383,popB,66,54,17,0.5,0.071,1.0
384,popB,66,54,57,0.5,0.071,1.0
385,popB,66,54,72,0.5,0.071,1.0
386,popB,67,53,6,1.0,0.071,1.0
387,popB,68,52,59,1.0,0.071,1.0
388,popB,68,52,97,0.5,0.060,1.0
389,popB,69,51,95,1.0,0.082,1.0
390,popB,68,52,38,0.5,0.081,1.0
391,popB,68,52,94,1.0,0.081,1.0
392,popB,68,52,45,0.5,0.081,1.0
393,popB,67,53,87,0.5,0.081,1.0
394,popB,67,53,86,1.0,0.081,1.0
395,popB,67,53,10,0.5,0.081,1.0
396,popB,68,52,97,1.0,0.081,1.0
397,popB,68,52,38,0.5,0.082,1.0
398,popB,68,52,88,1.0,0.082,1.0
399,popB,69,51,15,1.0,0.075,1.0
400,popB,68,52,101,0.5,0.075,1.0
401,popB,68,52,96,0.5,0.071,1.0
402,popB,68,52,39,1.0,0.071,1.0
403,popB,67,53,43,0.5,0.059,1.0
404,popB,67,53,40,1.0,0.060,1.0
405,popB,67,53,30,1.0,0.060,1.0
406,popB,67,53,86,1.0,0.060,1.0
407,popB,67,53,64,1.0,0.060,1.0
408,popB,66,54,102,0.5,0.060,1.0
409,popB,65,55,18,0.5,0.086,1.0
410,popB,65,55,25,1.0,0.086,1.0
411,popB,66,54,51,1.0,0.086,1.0
412,popB,66,54,52,0.5,0.086,1.0
413,popB,66,54,51,1.0,0.086,1.0
414,popB,65,55,75,0.5,0.086,1.0
415,popB,64,56,116,0.5,0.070,1.0
416,popB,65,55,119,1.0,0.070,1.0
417,popB,64,56,2,0.5,0.070,1.0
418,popB,63,57,25,0.5,0.069,1.0
419,popB,63,57,40,1.0,0.069,1.0
420,popB,64,56,102,1.0,0.069,1.0
421,popB,65,55,90,1.0,0.069,1.0
422,popB,65,55,52,0.5,0.069,1.0
423,popB,64,56,74,0.5,0.069,1.0
424,popB,64,56,8,0.5,0.069,1.0
425,popB,64,56,11,0.5,0.069,1.0
426,popB,64,56,5,0.5,0.069,1.0
427,popB,64,56,48,1.0,0.069,1.0
428,popB,63,57,39,0.5,0.069,1.0
429,popB,62,58,9,0.5,0.068,1.0
430,popB,62,58,14,1.0,0.068,1.0
431,popB,62,58,50,0.5,0.068,1.0
432,popB,63,57,23,1.0,0.068,1.0
433,popB,64,56,45,1.0,0.069,1.0
434,popB,65,55,74,1.0,0.075,1.0
435,popB,64,56,113,0.5,0.060,1.0
436,popB,64,56,110,0.5,0.075,1.0
437,popB,64,56,95,1.0,0.075,1.0
438,popB,65,55,20,1.0,0.080,1.0
439,popB,65,55,48,1.0,0.080,1.0
440,popB,64,56,19,0.5,0.074,1.0
441,popB,64,56,38,0.5,0.074,1.0
442,popB,63,57,74,0.5,0.061,1.0
443,popB,63,57,44,0.5,0.059,1.0
444,popA,63,57,0,0,0.077,1.0
445,popB,63,57,15,1.0,0.059,1.0
446,popB,62,58,31,0.5,0.059,1.0
447,popB,61,59,95,0.5,0.075,1.0
448,popB,60,60,118,0.5,0.075,1.0
449,popB,61,59,56,1.0,0.075,1.0
450,popB,61,59,4,1.0,0.075,1.0
451,popB,60,60,32,0.5,0.077,1.0
452,popB,60,60,83,1.0,0.077,1.0
453,popB,59,61,103,0.5,0.077,1.0
454,popB,60,60,53,1.0,0.093,1.0
455,popB,60,60,111,1.0,0.092,1.0
456,popB,60,60,92,0.5,0.092,1.0
457,popB,60,60,48,1.0,0.092,1.0
458,popB,61,59,26,1.0,0.093,1.0
459,popB,61,59,103,0.5,0.093,1.0
460,popB,62,58,9,1.0,0.069,1.0
461,popB,62,58,67,1.0,0.069,1.0
462,popB,63,57,107,1.0,0.069,1.0
463,popB,63,57,11,0.5,0.070,1.0
464,popB,64,56,79,1.0,0.070,1.0
465,popB,63,57,111,0.5,0.070,1.0
466,popB,64,56,39,1.0,0.070,1.0
467,popB,64,56,23,1.0,0.070,1.0
468,popB,64,56,96,0.5,0.070,1.0
469,popB,63,57,28,0.5,0.070,1.0
470,popB,62,58,30,0.5,0.060,1.0
471,popA,62,58,0,0,0.090,1.0
472,popB,63,57,113,1.0,0.051,1.0
473,popB,63,57,75,0.5,0.056,1.0
474,popA,63,57,0,0,0.085,1.0
475,popB,64,56,75,1.0,0.055,1.0
476,popA,64,56,0,0,0.095,1.0
477,popB,63,57,75,0.5,0.058,1.0
478,popB,63,57,5,0.5,0.056,1.0
479,popA,63,57,0,0,0.091,1.0
480,popA,63,57,0,0,0.093,1.0
481,popB,64,56,31,1.0,0.069,1.0
482,popB,63,57,86,0.5,0.069,1.0
483,popB,62,58,79,0.5,0.069,1.0
484,popB,62,58,16,0.5,0.069,1.0
485,popB,61,59,9,0.5,0.089,1.0
486,popB,60,60,83,0.5,0.088,1.0
487,popB,60,60,63,0.5,0.088,1.0
488,popB,59,61,54,0.5,0.088,1.0
489,popB,59,61,113,1.0,0.088,1.0
490,popB,60,60,25,1.0,0.068,1.0
491,popB,59,61,59,0.5,0.042,1.0
492,popA,59,61,0,0,0.077,1.0
493,popB,58,62,81,0.5,0.059,1.0
494,popA,58,62,0,0,0.074,1.0
495,popB,58,62,88,1.0,0.067,1.0
496,popA,58,62,0,0,0.075,1.0
497,popB,57,63,23,0.5,0.086,1.0
498,popB,56,64,36,0.5,0.085,1.0
499,popB,57,63,3,1.0,0.086,1.0
500,popB,58,62,57,1.0,0.086,1.0
501,popB,59,61,8,1.0,0.068,1.0
502,popB,59,61,49,1.0,0.068,1.0
503,popB,59,61,25,1.0,0.068,1.0
504,popB,60,60,87,1.0,0.069,1.0
505,popB,60,60,109,1.0,0.069,1.0
506,popB,60,60,112,1.0,0.069,1.0
507,popB,59,61,67,0.5,0.068,1.0
508,popB,59,61,87,1.0,0.068,1.0
509,popB,59,61,43,0.5,0.068,1.0
510,popB,58,62,31,0.5,0.068,1.0
511,popB,59,61,55,1.0,0.068,1.0
512,popB,60,60,36,1.0,0.068,1.0
513,popB,61,59,0,1.0,0.069,1.0
514,popB,60,60,42,0.5,0.068,1.0
515,popB,59,61,108,0.5,0.067,1.0
516,popB,58,62,48,0.5,0.067,1.0
517,popB,59,61,116,1.0,0.067,1.0
518,popB,59,61,28,0.5,0.067,1.0
519,popB,60,60,54,1.0,0.068,1.0
520,popB,60,60,43,0.5,0.068,1.0
521,popB,59,61,65,0.5,0.068,1.0
522,popB,58,62,109,0.5,0.066,1.0
523,popB,58,62,19,0.5,0.066,1.0
524,popB,58,62,3,1.0,0.066,1.0
525,popB,58,62,58,0.5,0.066,1.0
526,popB,57,63,56,0.5,0.066,1.0
527,popB,57,63,117,1.0,0.066,1.0
528,popB,56,64,36,0.5,0.066,1.0
529,popB,56,64,8,1.0,0.065,1.0
530,popB,57,63,11,1.0,0.066,1.0
531,popB,58,62,92,1.0,0.068,1.0
532,popB,58,62,60,1.0,0.068,1.0
533,popB,58,62,36,0.5,0.068,1.0
534,popB,59,61,96,1.0,0.068,1.0
535,popB,59,61,109,0.5,0.068,1.0
536,popB,59,61,63,0.5,0.068,1.0
537,popB,59,61,68,0.5,0.068,1.0
538,popB,59,61,47,0.5,0.068,1.0
539,popB,58,62,45,0.5,0.087,1.0
540,popB,58,62,79,0.5,0.085,1.0
541,popB,58,62,15,1.0,0.085,1.0
542,popB,58,62,103,0.5,0.085,1.0
543,popB,58,62,37,0.5,0.085,1.0
544,popB,58,62,97,1.0,0.085,1.0
545,popB,58,62,0,1.0,0.085,1.0
546,popB,57,63,78,0.5,0.082,1.0
547,popB,56,64,94,0.5,0.066,1.0
548,popB,55,65,39,0.5,0.066,1.0
549,popB,56,64,110,1.0,0.066,1.0
550,popB,57,63,18,1.0,0.067,1.0
551,popB,56,64,14,0.5,0.067,1.0
552,popB,56,64,103,0.5,0.067,1.0
553,popB,56,64,101,0.5,0.067,1.0
554,popB,56,64,99,1.0,0.067,1.0
555,popB,55,65,13,0.5,0.083,1.0
556,popB,55,65,5,0.5,0.083,1.0
557,popB,54,66,61,0.5,0.083,1.0
558,popB,54,66,7,0.5,0.083,1.0
559,popB,55,65,28,1.0,0.068,1.0
560,popB,54,66,4,0.5,0.068,1.0
561,popB,53,67,18,0.5,0.063,1.0
562,popB,54,66,44,1.0,0.100,1.0
563,popB,55,65,67,1.0,0.100,1.0
564,popB,54,66,21,0.5,0.074,1.0
565,popB,55,65,65,1.0,0.074,1.0
566,popB,56,64,46,1.0,0.074,1.0
567,popB,56,64,82,1.0,0.075,1.0
568,popB,55,65,69,0.5,0.083,1.0
569,popB,55,65,14,0.5,0.074,1.0
570,popB,55,65,114,1.0,0.074,1.0
571,popB,55,65,118,0.5,0.074,1.0
572,popB,56,64,2,1.0,0.074,1.0
573,popB,57,63,66,1.0,0.075,1.0
574,popB,58,62,38,1.0,0.075,1.0
575,popB,58,62,12,1.0,0.075,1.0
576,popB,59,61,81,1.0,0.075,1.0
577,popB,60,60,48,1.0,0.075,1.0
578,popB,59,61,96,0.5,0.057,1.0
579,popB,60,60,24,1.0,0.067,1.0
580,popB,60,60,104,0.5,0.060,1.0
581,popB,61,59,103,1.0,0.067,1.0
582,popB,61,59,16,0.5,0.066,1.0
583,popB,61,59,66,1.0,0.066,1.0
584,popB,61,59,53,1.0,0.066,1.0
585,popB,60,60,66,0.5,0.084,1.0
586,popB,60,60,100,1.0,0.074,1.0
587,popB,60,60,10,0.5,0.074,1.0
588,popB,59,61,57,0.5,0.083,1.0
589,popB,60,60,18,1.0,0.085,1.0
590,popB,60,60,89,0.5,0.085,1.0
591,popB,61,59,101,1.0,0.086,1.0
592,popB,61,59,32,0.5,0.086,1.0
593,popB,62,58,72,1.0,0.067,1.0
594,popB,63,57,42,1.0,0.074,1.0
595,popB,64,56,23,1.0,0.075,1.0
596,popB,65,55,78,1.0,0.075,1.0
597,popB,64,56,114,0.5,0.074,1.0
598,popB,65,55,118,1.0,0.074,1.0
599,popB,66,54,56,1.0,0.084,1.0
600,popB,66,54,67,1.0,0.084,1.0
601,popB,65,55,105,0.5,0.084,1.0
602,popB,65,55,28,1.0,0.089,1.0
603,popB,65,55,82,1.0,0.089,1.0
604,popB,65,55,97,1.0,0.089,1.0
